image_id,geometry,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,Cost,image_id,area
206,"POLYGON ((2.21054085 48.80066293, 2.2301831599999997 48.80095183, 2.33795899 48.801947139999996, 2.4860703899999996 48.80166455, 2.48630266 48.912972790000005, 2.3721200200000006 48.913324159999995, 2.21027835 48.91202385, 2.21054085 48.80066293))",df2bff32-dd4c-41db-83bf-cfcc587561a9,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206071059311_FR1_PX_E002N48_0521_01108', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-21T16:14:16Z', 'processingDate': '2022-06-07T15:42:40.343Z', 'parentIdentifier': 'DS_PHR1A_202206071059311_FR1_PX_E002N48_0521_01108', 'azimuthAngle': 179.9160106398974, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '97e05e1e-059f-4be2-96d5-7c78eb8e4147', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.85705477538287, 'lon': 2.3482905015195645}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '40778ffd-e0a2-474a-ab49-48ee9c2756bd', 'publicationDate': '2022-06-07T15:53:39.170166574Z', 'illuminationElevationAngle': 62.23885530912497, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-18T16:07:11.373790853Z', 'incidenceAngleAcrossTrack': -2.183487235801409, 'illuminationAzimuthAngle': 154.3701509823092, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 7.839900159045874, 'incidenceAngle': 8.131038429074732, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206071059311_FR1_PX_E002N48_0521_01108', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",df2bff32-dd4c-41db-83bf-cfcc587561a9,airbus,2022-06-07T10:59:31.180Z,,,69.8399829315127,0.5,HOURS,250240,184,250.42193212771943
207,"POLYGON ((2.2254720199999998 48.919007549999996, 2.32505892 48.91972199999999, 2.4989266799999994 48.91902405, 2.49935237 49.07386561, 2.3859733899999997 49.07460568999999, 2.2250315199999995 49.073869609999996, 2.2254720199999998 48.919007549999996))",f7665978-7b12-4b6f-8dd3-c24aa2062914,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206071059136_FR1_PX_E002N48_0524_01561', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-21T12:25:20Z', 'processingDate': '2022-06-07T12:02:21.819Z', 'parentIdentifier': 'DS_PHR1A_202206071059136_FR1_PX_E002N48_0524_01561', 'azimuthAngle': 180.0209938827082, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '6f9a4a6a-1313-4df2-9ce9-b98133b6b247', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.996847404024095, 'lon': 2.3621919446640303}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '7b96c7ef-8417-40e5-9870-cbccfeef5600', 'publicationDate': '2022-06-07T12:08:41.263368463Z', 'illuminationElevationAngle': 62.11666905380071, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-18T12:22:06.707594282Z', 'incidenceAngleAcrossTrack': 0.4758983659800128, 'illuminationAzimuthAngle': 154.5107791107858, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -0.9188219572788324, 'incidenceAngle': 1.034715129125812, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206071059136_FR1_PX_E002N48_0524_01561', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f7665978-7b12-4b6f-8dd3-c24aa2062914,airbus,2022-06-07T10:59:13.680Z,,,64.15503302176396,0.5,HOURS,282050,185,345.18195648094616
208,"POLYGON ((2.22248107 48.90323531999999, 2.2229696 48.777181999999996, 2.2229739 48.77640331, 2.22299777 48.77294328999999, 2.41573992 48.77259032, 2.41574517 48.77604477999999, 2.41574527 48.77682305, 2.41610024 48.90274082999999, 2.22248107 48.90323531999999))",ae5783b3-4f8d-43a8-bafb-9a08a6bb27a7,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-06-21T11:44:32Z', 'processingDate': '2022-06-07T11:29:08.252Z', 'azimuthAngle': 180.1929685979869, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c9fcd98a-e01a-4f74-a4f2-ae895adb8ee6', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01603102682094', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.83792494851867, 'lon': 2.3192906578134727}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'fd97ac3f-8240-4739-b07f-c1ed810bcc4e', 'publicationDate': '2022-06-07T11:33:07.018121649Z', 'illuminationElevationAngle': 61.57931066457001, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-06-18T11:42:06.176900853Z', 'incidenceAngleAcrossTrack': 4.720487028796757, 'illuminationAzimuthAngle': 152.62588032948085, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.4282112299382126, 'incidenceAngle': 5.300157908026699, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",ae5783b3-4f8d-43a8-bafb-9a08a6bb27a7,airbus,2022-06-07T10:54:09.111Z,,,73.5,0.3,HOURS,369000,186,205.36684191626577
209,"POLYGON ((2.14785334 48.9480658, 2.1484010199999997 48.815393449999995, 2.14839628 48.81456545999999, 2.1483769499999994 48.803550179999995, 2.34887768 48.80821752999999, 2.3488663299999994 48.819119199999996, 2.34886489 48.81993503, 2.3493806 48.95252329999999, 2.14785334 48.9480658))",af7d6595-dfaa-4c75-8eea-f67ea60d966e,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-06-21T11:47:17Z', 'processingDate': '2022-06-07T11:14:09.502Z', 'azimuthAngle': 179.74363660940625, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'fcb63a23-3477-43b0-ba36-dbf6d822c86a', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01603102682132', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.87804366426689, 'lon': 2.248616967687564}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '2982ed0f-e059-498f-a648-f9ac2a1f0535', 'publicationDate': '2022-06-07T11:17:18.136502225Z', 'illuminationElevationAngle': 61.49177784170705, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-06-18T11:47:04.086360322Z', 'incidenceAngleAcrossTrack': 9.771437256972524, 'illuminationAzimuthAngle': 152.347665166389, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -12.61525609067241, 'incidenceAngle': 15.393832241029552, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",af7d6595-dfaa-4c75-8eea-f67ea60d966e,airbus,2022-06-07T10:53:45.686Z,,,80.4,0.3,HOURS,424800,187,236.71789505954777
210,"POLYGON ((2.44659299 49.075722379999995, 2.44884193 48.54217425, 3.31171704 48.52332809999999, 3.31304221 49.06168390999999, 2.44659299 49.075722379999995))",7927f946-2388-43eb-bb28-a663394f6fcd,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT7_202206071032271_GS1_GS1_GS1_GS1_E003N49_01709', 'acquisitionStation': 'GS1', 'archivingCenter': 'GS1', 'lastUpdateDate': '2022-06-21T11:23:11Z', 'processingDate': '2022-06-07T11:04:11.447Z', 'parentIdentifier': 'DS_SPOT7_202206071032271_GS1_GS1_GS1_GS1_E003N49_01709', 'azimuthAngle': 180.00085223242283, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '2e9637e2-3d9b-4258-bb17-f01bd0c039e4', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.799829998014154, 'lon': 2.8798175974418982}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '92d73202-2750-400c-8d54-a34de4168592', 'publicationDate': '2022-06-07T11:08:10.661284255Z', 'illuminationElevationAngle': 59.931453440352215, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-18T11:22:06.80097246Z', 'incidenceAngleAcrossTrack': -5.3976364694034, 'illuminationAzimuthAngle': 144.07730690238284, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -17.97660893705585, 'incidenceAngle': 18.517771922664075, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT7_202206071032271_GS1_GS1_GS1_GS1_E003N49_01709', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",7927f946-2388-43eb-bb28-a663394f6fcd,airbus,2022-06-07T10:32:27.124Z,,,64.94895287958116,1.5,HOURS,267908,188,3785.8358940536077
211,"POLYGON ((2.44659299 49.075722379999995, 2.44884193 48.54217425, 3.31171704 48.52332809999999, 3.31304221 49.06168390999999, 2.44659299 49.075722379999995))",8c805dd2-ac1e-4c41-8250-42ed0b5f788b,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT7_202206071032271_FR1_GS1_FR1_GS1_E003N49_01709', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-21T10:52:15Z', 'processingDate': '2022-06-07T10:48:09.586Z', 'parentIdentifier': 'DS_SPOT7_202206071032271_FR1_GS1_FR1_GS1_E003N49_01709', 'azimuthAngle': 180.00085223242283, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'bdf5b8d4-b3fa-4baa-8b46-99d1adfbf9a4', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.799829998014154, 'lon': 2.8798175974418982}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'c2e73b86-0977-404c-bbda-994a9a7df699', 'publicationDate': '2022-06-07T10:52:17.118613095Z', 'illuminationElevationAngle': 59.931453440352215, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-18T10:52:03.644473737Z', 'incidenceAngleAcrossTrack': -5.3976364694034, 'illuminationAzimuthAngle': 144.07730690238284, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -17.97660893705585, 'incidenceAngle': 18.517771922664075, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT7_202206071032271_FR1_GS1_FR1_GS1_E003N49_01709', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",8c805dd2-ac1e-4c41-8250-42ed0b5f788b,airbus,2022-06-07T10:32:27.124Z,,,64.94895287958116,1.5,HOURS,267908,189,3785.8358940536077
212,"POLYGON ((1.735142 48.89366912, 1.7569938399999998 48.89249745, 1.89244055 48.88450905999999, 1.9531927599999999 48.880592469999996, 2.04315 48.87420112, 2.04396449 48.93203094, 2.04406386 48.96251357999999, 2.04380759 48.98303872999998, 2.0441938200000003 49.033519019999986, 2.04394338 49.054002759999996, 2.04403474 49.064056339999986, 2.04357483 49.21582718, 2.042729 49.296711429999995, 2.02060148 49.298111299999995, 1.88491545 49.30562755999999, 1.7359368199999998 49.31233434999999, 1.7359784499999997 49.29503527999999, 1.7362233299999998 49.274928209999985, 1.7361412199999997 49.25514265999999, 1.7362990799999998 49.24505383, 1.73624546 49.225161029999995, 1.7364211499999997 49.20504272, 1.7362623499999998 49.185146149999994, 1.7364508299999997 49.14479842999999, 1.7360866499999998 49.0949428, 1.7361701099999998 49.07477649, 1.7360057399999997 49.00432177, 1.7362192099999998 48.994042759999985, 1.7359181000000001 48.95385151000001, 1.7356512399999997 48.943949819999986, 1.735142 48.89366912))",80335a27-7be2-4a13-b960-464ab63a1e8d,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206051113484_FR1_PX_E001N49_1103_03694', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-19T12:33:10Z', 'processingDate': '2022-06-05T12:14:09.652Z', 'parentIdentifier': 'DS_PHR1A_202206051113484_FR1_PX_E001N49_1103_03694', 'azimuthAngle': 179.9927466217508, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ef65bda6-ccf4-4694-9e59-621a88544933', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.093048620819815, 'lon': 1.8896679126561489}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '7baa1dd7-b4ac-46ac-a68a-747b2289e670', 'publicationDate': '2022-06-05T12:31:35.899245716Z', 'illuminationElevationAngle': 62.6132835287731, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-16T12:32:05.336381998Z', 'incidenceAngleAcrossTrack': -15.13639480676586, 'illuminationAzimuthAngle': 160.673319713835, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -19.04432826983192, 'incidenceAngle': 23.68005956403698, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206051113484_FR1_PX_E001N49_1103_03694', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",80335a27-7be2-4a13-b960-464ab63a1e8d,airbus,2022-06-05T11:13:48.431Z,,,99.43561985060384,0.5,HOURS,34940,190,1050.9228506263946
213,"POLYGON ((2.44767984 48.949269389999984, 2.5583370199999997 48.95215248, 2.7496775399999995 48.955048, 2.7498137099999997 49.01400076, 2.75010484 49.03256378999999, 2.7500137 49.05105947, 2.7508591400000006 49.13450019999999, 2.62576837 49.13359169999999, 2.4467213099999996 49.13039336999999, 2.44661298 49.11761735999998, 2.44767984 48.949269389999984))",70605d75-ff25-4299-87e4-bb0366138f94,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206021047361_FR1_PX_E002N49_0802_01728', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-16T16:44:33Z', 'processingDate': '2022-06-02T15:30:39Z', 'parentIdentifier': 'DS_PHR1A_202206021047361_FR1_PX_E002N49_0802_01728', 'azimuthAngle': 179.9423902439574, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '007e992b-ab8e-41e5-9fdb-fee14326761d', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.04192727732409, 'lon': 2.5987360600924214}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'bdfef09b-2f9b-4573-b719-a87f22d38a6a', 'publicationDate': '2022-06-02T15:50:25.840436233Z', 'illuminationElevationAngle': 60.7719789553763, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-13T16:42:07.949979952Z', 'incidenceAngleAcrossTrack': 18.22090329799269, 'illuminationAzimuthAngle': 150.2937855686522, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -4.695286645769047, 'incidenceAngle': 18.74098926374334, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206021047361_FR1_PX_E002N49_0802_01728', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",70605d75-ff25-4299-87e4-bb0366138f94,airbus,2022-06-02T10:47:36.180Z,,,27.079462881965675,0.5,HOURS,161930,191,444.1825149383139
214,"POLYGON ((2.18986884 48.91756182, 2.19035771 48.80371807999998, 2.3892645199999993 48.80737825999999, 2.3896727099999997 48.92116768999999, 2.18986884 48.91756182))",3ad0c8ac-31d9-4f7d-bf8c-fc327ac16b52,pneo,pneo,oneatlas,"{'commercialReference': '000023357', 'qualified': False, 'lastUpdateDate': '2022-06-27T21:03:13Z', 'processingDate': '2022-06-02T01:19:12.057Z', 'azimuthAngle': 36.390379830331895, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '243164cd-cca7-4a00-afbe-aa3e438e02f5', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01403102110982', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_EUcities_3', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.86246306906505, 'lon': 2.2897707751999983}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000023357_2_1_I_1', 'publicationDate': '2022-06-02T01:26:28.420518732Z', 'illuminationElevationAngle': 49.01938460881801, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-06-27T21:03:13Z', 'incidenceAngleAcrossTrack': 8.664116117327213, 'illuminationAzimuthAngle': 158.20546063134782, 'format': 'SAFIR', 'internalLine': '2_1', 'incidenceAngleAlongTrack': -11.094860652160664, 'internalReference': 'SAL22019122', 'incidenceAngle': 13.76513744367538, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",3ad0c8ac-31d9-4f7d-bf8c-fc327ac16b52,airbus,2022-04-16T10:53:47.914Z,,,0.0,0.31,MINUTES,333018,192,185.14211630868732
215,"POLYGON ((2.19264823 48.91826904999999, 2.19296748 48.80802825, 2.38652576 48.80717943999999, 2.38686995 48.91730621, 2.19264823 48.91826904999999))",a28aed9a-4e2c-42e0-a9c4-ec2d0a733b0b,pneo,pneo,oneatlas,"{'commercialReference': '000023356', 'qualified': False, 'lastUpdateDate': '2022-06-27T21:03:12Z', 'processingDate': '2022-06-02T01:11:00.765Z', 'azimuthAngle': 141.84528637639588, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '01d631b0-7848-479e-95d7-a6e2e2f04b59', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01403102110983', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_EUcities_3', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.86274447121342, 'lon': 2.289759086971741}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000023356_9_1_I_1', 'publicationDate': '2022-06-02T01:20:11.415555146Z', 'illuminationElevationAngle': 49.04441518488481, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-06-27T21:03:12Z', 'incidenceAngleAcrossTrack': 4.283242830456845, 'illuminationAzimuthAngle': 158.35745707490673, 'format': 'SAFIR', 'internalLine': '9_1', 'incidenceAngleAlongTrack': 5.582366859939113, 'internalReference': 'SAL22019121', 'incidenceAngle': 6.996972699875194, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",a28aed9a-4e2c-42e0-a9c4-ec2d0a733b0b,airbus,2022-04-16T10:54:12.908Z,,,0.0,0.3,MINUTES,313542,193,174.3172110108199
216,"POLYGON ((2.19111847 48.918810119999996, 2.19150574 48.807250679999996, 2.38797419 48.806097689999994, 2.3882123599999994 48.91755721, 2.19111847 48.918810119999996))",cd7845ee-17ac-4366-a3c1-106f508fa737,pneo,pneo,oneatlas,"{'commercialReference': '000023356', 'qualified': False, 'lastUpdateDate': '2022-06-28T15:06:27Z', 'processingDate': '2022-06-02T01:09:18.034Z', 'azimuthAngle': 169.34162497514774, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'd24d2542-1feb-4815-8a44-3a54900e2b4b', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01403102110984', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_EUcities_3', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.862474741770704, 'lon': 2.2896654179929206}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000023356_8_1_I_1', 'publicationDate': '2022-06-02T01:17:47.064218565Z', 'illuminationElevationAngle': 49.055696002713276, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-06-28T15:06:27Z', 'incidenceAngleAcrossTrack': 2.534051361271437, 'illuminationAzimuthAngle': 158.42421124270527, 'format': 'SAFIR', 'internalLine': '8_1', 'incidenceAngleAlongTrack': 12.805834556363461, 'internalReference': 'SAL22019121', 'incidenceAngle': 13.01546145451533, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",cd7845ee-17ac-4366-a3c1-106f508fa737,airbus,2022-04-16T10:54:23.934Z,,,0.0,0.31,MINUTES,322038,194,179.0452409915799
217,"POLYGON ((1.74000552 49.553939199999995, 1.7454883499999998 49.02004048999999, 2.57119708 49.018752629999994, 2.5756765799999997 49.55193057999999, 1.74000552 49.553939199999995))",f935bf20-5ba2-4d9c-a49b-51278e4f55fe,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202206011027364_GS1_GS1_GS1_GS1_E002N49_01871', 'acquisitionStation': 'GS1', 'archivingCenter': 'GS1', 'lastUpdateDate': '2022-06-15T11:25:35Z', 'processingDate': '2022-06-01T11:06:08.405Z', 'parentIdentifier': 'DS_SPOT6_202206011027364_GS1_GS1_GS1_GS1_E002N49_01871', 'azimuthAngle': 179.99631144049002, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '70853361-ece2-4cf8-835e-7cb5639f7365', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.28665647019353, 'lon': 2.1578410504138934}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '6e76670a-5eb3-47b6-b8ff-2d726868cb56', 'publicationDate': '2022-06-01T11:09:26.032813297Z', 'illuminationElevationAngle': 58.17923050777016, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-12T11:22:06.622257009Z', 'incidenceAngleAcrossTrack': 1.2425088517155145, 'illuminationAzimuthAngle': 142.42734504153017, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 3.1773124139580444, 'incidenceAngle': 3.404149851375816, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202206011027364_GS1_GS1_GS1_GS1_E002N49_01871', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f935bf20-5ba2-4d9c-a49b-51278e4f55fe,airbus,2022-06-01T10:27:36.374Z,,,31.6,1.5,HOURS,45707,195,3585.994212489262
218,"POLYGON ((1.74000552 49.553939199999995, 1.7454883499999998 49.02004048999999, 2.57119708 49.018752629999994, 2.5756765799999997 49.55193057999999, 1.74000552 49.553939199999995))",976f42a4-4d35-4ba4-8137-248d6491fddc,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202206011027364_FR1_GS1_FR1_GS1_E002N49_01871', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-15T10:57:20Z', 'processingDate': '2022-06-01T10:45:12.863Z', 'parentIdentifier': 'DS_SPOT6_202206011027364_FR1_GS1_FR1_GS1_E002N49_01871', 'azimuthAngle': 179.99631144049002, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e30a72aa-e653-4532-829f-897490ce2520', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.28665647019353, 'lon': 2.1578410504138934}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'aa4b2d41-f5f2-462d-830e-c8f84e66fe10', 'publicationDate': '2022-06-01T10:47:47.511324252Z', 'illuminationElevationAngle': 58.17923050777016, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-12T10:57:03.880489043Z', 'incidenceAngleAcrossTrack': 1.2425088517155145, 'illuminationAzimuthAngle': 142.42734504153017, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 3.1773124139580444, 'incidenceAngle': 3.404149851375816, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202206011027364_FR1_GS1_FR1_GS1_E002N49_01871', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",976f42a4-4d35-4ba4-8137-248d6491fddc,airbus,2022-06-01T10:27:36.374Z,,,31.6,1.5,HOURS,45707,196,3585.994212489262
