image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,incidence_angle,geometry
150,3de5623e-de03-48df-b136-a22d18b32d91,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-04T18:17:28.357901365Z', 'processingDate': '2022-06-20T15:47:26.406Z', 'parentIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'azimuthAngle': 180.0026819111295, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '628fba99-4414-4494-af9b-4e83ecfdb0c1', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.04136825622053, 'lon': 2.598535087829791}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '31617231-1dc1-408f-852e-a89c1eb86f5e', 'publicationDate': '2022-07-04T18:17:28.357901365Z', 'illuminationElevationAngle': 62.50430104597707, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-07-01T16:17:06.356964566Z', 'incidenceAngleAcrossTrack': 3.321706950507723, 'illuminationAzimuthAngle': 152.811326446184, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -14.78808300051949, 'incidenceAngle': 15.12526510607571, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",3de5623e-de03-48df-b136-a22d18b32d91,airbus,2022-06-20 10:58:30.931000+00:00,,,99.31250965392479,0.5,HOURS,156220,150,417.9098148045546,15.12526510607571,"POLYGON ((2.45709785 48.94914744, 2.57407149 48.95126207, 2.74001081 48.95231888999999, 2.74053912 49.13352878, 2.6511661 49.1333422, 2.45653105 49.13068456, 2.45709785 48.94914744))"
151,64855049-ea1e-4180-899e-0bd946c5a870,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206191106249_FR1_PX_E002N48_0217_06831', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-04T15:08:58.845027545Z', 'processingDate': '2022-06-19T12:07:22.304Z', 'parentIdentifier': 'DS_PHR1A_202206191106249_FR1_PX_E002N48_0217_06831', 'azimuthAngle': 179.965679616656, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'aaf22f9c-87c5-438b-9745-dc824642e014', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.67178703957253, 'lon': 2.126542246711968}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '74bf01b4-9678-4f51-ac34-1e7bd2720f68', 'publicationDate': '2022-07-04T15:08:58.845027545Z', 'illuminationElevationAngle': 63.27307242234822, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-07-01T13:27:30.078600923Z', 'incidenceAngleAcrossTrack': -4.859017953504248, 'illuminationAzimuthAngle': 155.5356896187664, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -23.46859106508737, 'incidenceAngle': 23.86483740709844, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206191106249_FR1_PX_E002N48_0217_06831', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",64855049-ea1e-4180-899e-0bd946c5a870,airbus,2022-06-19 11:06:24.930000+00:00,,,20.7,0.5,HOURS,853920,151,1956.7829403059154,23.86483740709844,"POLYGON ((1.97875825 48.27366742, 1.99979069 48.27330757, 2.12992726 48.2702144, 2.27429588 48.26514519, 2.2738986 48.44861242, 2.27472553 49.07437077, 2.19587393 49.07641499, 2.15207832 49.07767583, 2.0788374 49.07917398, 1.97835897 49.08043766, 1.97875825 48.27366742))"
152,e3c750e6-2c8d-4479-8ecc-46afb52af80d,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202206201058408_FR1_PX_E002N49_0502_02334', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-04T14:50:45.264558474Z', 'processingDate': '2022-06-20T13:11:27.728Z', 'parentIdentifier': 'DS_PHR1B_202206201058408_FR1_PX_E002N49_0502_02334', 'azimuthAngle': 179.9937633991374, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'a7c9c988-67ce-4072-b0a3-5314770d4d49', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.074667444172405, 'lon': 2.362363494874439}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '3b0f7561-e933-4885-8b76-fd2055729152', 'publicationDate': '2022-07-04T14:50:45.264558474Z', 'illuminationElevationAngle': 62.4024541935563, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-07-01T13:17:10.061318838Z', 'incidenceAngleAcrossTrack': 3.193670627196309, 'illuminationAzimuthAngle': 152.3990676960966, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -8.504486739803383, 'incidenceAngle': 9.068065767928024, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202206201058408_FR1_PX_E002N49_0502_02334', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e3c750e6-2c8d-4479-8ecc-46afb52af80d,airbus,2022-06-20 10:58:40.806000+00:00,,,99.90505096332114,0.5,HOURS,202270,152,536.4479026114262,9.068065767928024,"POLYGON ((2.22384262 48.95508298, 2.33838213 48.95654449, 2.50093782 48.95685495, 2.50169688 49.19416858999998, 2.48181941 49.19427402, 2.34518835 49.19421974, 2.22303011 49.19280275, 2.22384262 48.95508298))"
153,fbd9a340-1870-4580-ad4a-c72d7364d794,pneo,pneo,oneatlas,"{'commercialReference': '000028552', 'qualified': False, 'lastUpdateDate': '2022-07-29T09:36:58Z', 'processingDate': '2022-07-01T22:49:38.721Z', 'azimuthAngle': 33.99140469389718, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '06883758-2bd8-452a-b344-95d4e067d4b5', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_01603102529714', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.60575656139828, 'lon': 2.4851979406615796}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000028552_5_1_I_1', 'publicationDate': '2022-07-03T13:23:05.228290135Z', 'illuminationElevationAngle': 60.168463221244416, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-29T09:36:58Z', 'incidenceAngleAcrossTrack': 5.5590940685585455, 'illuminationAzimuthAngle': 154.5382988754841, 'format': 'SAFIR', 'internalLine': '5_1', 'incidenceAngleAlongTrack': -7.875013563638936, 'internalReference': 'SAL22023359', 'incidenceAngle': 9.541979280118303, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",fbd9a340-1870-4580-ad4a-c72d7364d794,airbus,2022-05-25 10:53:58.241000+00:00,,,100.0,0.31,MINUTES,101358,153,211.0001954861663,9.541979280118303,"POLYGON ((2.38777174 48.67096415, 2.38818105 48.53874018, 2.58230698 48.5403951, 2.58262414 48.67275004, 2.38777174 48.67096415))"
154,063a3681-60ca-45a2-b477-7d1001ee020c,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206191106545_FR1_PX_E001N48_1122_02862', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-03T12:27:42.740351016Z', 'processingDate': '2022-06-19T12:07:46.035Z', 'parentIdentifier': 'DS_PHR1A_202206191106545_FR1_PX_E001N48_1122_02862', 'azimuthAngle': 180.0149352206953, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '0b07ae92-7d29-4726-90ab-c17c7fdc2c3e', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.87514196192645, 'lon': 1.8898847944414903}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'e10ba615-02e0-4252-9c34-e1d12a794f75', 'publicationDate': '2022-07-03T12:27:42.740351016Z', 'illuminationElevationAngle': 63.028430069144, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-30T12:27:04.926617486Z', 'incidenceAngleAcrossTrack': -7.793133956353181, 'illuminationAzimuthAngle': 155.2410060045672, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -6.993281367313516, 'incidenceAngle': 10.41401453405612, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202206191106545_FR1_PX_E001N48_1122_02862', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",063a3681-60ca-45a2-b477-7d1001ee020c,airbus,2022-06-19 11:06:54.555000+00:00,,,69.69956272118195,0.5,HOURS,26440,154,666.4941839525644,10.41401453405612,"POLYGON ((1.74977419 48.73149869, 1.76961881 48.7314668, 1.86497684 48.73076523, 2.029464 48.72777296, 2.03012786 48.92950361, 2.02980015 48.9838961, 2.02991538 49.02009574, 1.94129197 49.02161211, 1.74964173 49.02263055, 1.74977419 48.73149869))"
155,cc04a40e-6450-46b1-bfb3-e5413e121f31,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT7_202206191039507_GS1_GS1_GS1_GS1_E002N49_01790', 'acquisitionStation': 'GS1', 'archivingCenter': 'GS1', 'lastUpdateDate': '2022-07-03T11:27:29.853468257Z', 'processingDate': '2022-06-19T11:08:21.255Z', 'parentIdentifier': 'DS_SPOT7_202206191039507_GS1_GS1_GS1_GS1_E002N49_01790', 'azimuthAngle': 179.98259998212663, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '5538e09f-96d5-4b21-82a7-2c50e565ca59', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.28768791535278, 'lon': 2.1637813872677008}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'c7f44fd2-af3c-403c-96e2-3c9605720c11', 'publicationDate': '2022-07-03T11:27:29.853468257Z', 'illuminationElevationAngle': 60.508993732535494, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-30T11:27:04.60258484Z', 'incidenceAngleAcrossTrack': -12.659212803514404, 'illuminationAzimuthAngle': 144.80160451234568, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -13.538695362544042, 'incidenceAngle': 17.773602214619892, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT7_202206191039507_GS1_GS1_GS1_GS1_E002N49_01790', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",cc04a40e-6450-46b1-bfb3-e5413e121f31,airbus,2022-06-19 10:39:50.749000+00:00,,,98.5856242840779,1.5,HOURS,50757,155,3802.142600942423,17.773602214619892,"POLYGON ((1.72035381 49.5673014, 1.72058905 49.03936814, 2.60720897 49.00743732999999, 2.60646554 49.53991153, 1.72035381 49.5673014))"
156,68d99419-982d-4593-8060-fd2561fa8c18,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT7_202206191039507_FR1_GS1_FR1_GS1_E002N49_01790', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-03T11:02:29.389118416Z', 'processingDate': '2022-06-19T10:59:12.8Z', 'parentIdentifier': 'DS_SPOT7_202206191039507_FR1_GS1_FR1_GS1_E002N49_01790', 'azimuthAngle': 179.98259998212663, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b3d155e5-15b5-464b-a194-f9e077a6a26b', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.28768791535278, 'lon': 2.1637813872677008}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '181804db-d1f5-4b80-b8d9-18353143736a', 'publicationDate': '2022-07-03T11:02:29.389118416Z', 'illuminationElevationAngle': 60.508993732535494, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-30T11:02:04.536983135Z', 'incidenceAngleAcrossTrack': -12.659212803514404, 'illuminationAzimuthAngle': 144.80160451234568, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -13.538695362544042, 'incidenceAngle': 17.773602214619892, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT7_202206191039507_FR1_GS1_FR1_GS1_E002N49_01790', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",68d99419-982d-4593-8060-fd2561fa8c18,airbus,2022-06-19 10:39:50.749000+00:00,,,98.5856242840779,1.5,HOURS,50757,156,3802.142600942423,17.773602214619892,"POLYGON ((1.72035381 49.5673014, 1.72058905 49.03936814, 2.60720897 49.00743732999999, 2.60646554 49.53991153, 1.72035381 49.5673014))"
157,4ced9ac1-0c9b-4159-bc42-94fffd14682d,pneo,pneo,oneatlas,"{'commercialReference': '000028527', 'qualified': False, 'lastUpdateDate': '2022-07-29T07:32:38Z', 'processingDate': '2022-07-01T20:36:14.673Z', 'azimuthAngle': 209.5010088432469, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '38461cf0-0ce3-4f88-b030-024b55a98f8e', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_01634202782840', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.72191762475783, 'lon': 2.319464691619077}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000028527_5_1_I_1', 'publicationDate': '2022-07-01T20:44:13.151379875Z', 'illuminationElevationAngle': 62.4727418924149, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-29T07:32:38Z', 'incidenceAngleAcrossTrack': -3.7313850626371408, 'illuminationAzimuthAngle': 153.0042687954244, 'format': 'SAFIR', 'internalLine': '5_1', 'incidenceAngleAlongTrack': 6.67611483558679, 'internalReference': 'SAL22023330', 'incidenceAngle': 7.607161977069577, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",4ced9ac1-0c9b-4159-bc42-94fffd14682d,airbus,2022-06-15 10:58:05.241000+00:00,,,0.0,0.3,MINUTES,373968,157,207.91765672007955,7.607161977069577,"POLYGON ((2.22260426 48.78670786, 2.22279721 48.65570234, 2.41614017 48.65651453, 2.41632512 48.78810983, 2.22260426 48.78670786))"
158,a75ff454-626a-4784-aac6-986b1d5e7ccc,pneo,pneo,oneatlas,"{'commercialReference': '000028508', 'qualified': False, 'lastUpdateDate': '2022-07-28T17:15:47Z', 'processingDate': '2022-07-01T18:35:09.23Z', 'azimuthAngle': 117.09219466977092, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '63d7605f-5c60-4b3e-bfd9-dcb1308bc45f', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_01634202782867', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.06945116783792, 'lon': 1.9877901250953929}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000028508_2_1_I_1', 'publicationDate': '2022-07-01T18:41:18.831006951Z', 'illuminationElevationAngle': 62.04573001427434, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-28T17:15:47Z', 'incidenceAngleAcrossTrack': 1.2829380122443665, 'illuminationAzimuthAngle': 152.57495209393193, 'format': 'SAFIR', 'internalLine': '2_1', 'incidenceAngleAlongTrack': 0.8465772939849366, 'internalReference': 'SAL22023306', 'incidenceAngle': 1.536901704024465, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",a75ff454-626a-4784-aac6-986b1d5e7ccc,airbus,2022-06-15 10:57:50.735000+00:00,,,0.0,0.3,MINUTES,40194,158,205.12956970047654,1.536901704024465,"POLYGON ((1.89115999 49.134792, 1.89142553 49.00414582, 2.08412291 49.00395481999998, 2.08442026 49.13492297, 1.89115999 49.134792))"
159,ee01df18-50b6-422b-92b5-b48aaaf99d36,pneo,pneo,oneatlas,"{'commercialReference': '000028500', 'qualified': False, 'lastUpdateDate': '2022-07-28T16:33:46Z', 'processingDate': '2022-07-01T16:45:47.682Z', 'azimuthAngle': 322.3909001186946, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '3a361f5c-bb59-4933-912b-0cfb03fa8f82', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01612002756480', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.9110365934727, 'lon': 2.41638520478027}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000028500_6_1_I_1', 'publicationDate': '2022-07-01T16:50:49.73390055Z', 'illuminationElevationAngle': 62.9475986208881, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-28T16:33:46Z', 'incidenceAngleAcrossTrack': -17.86424084552713, 'illuminationAzimuthAngle': 158.60825837240031, 'format': 'SAFIR', 'internalLine': '6_1', 'incidenceAngleAlongTrack': -20.30645733247701, 'internalReference': 'SAL22023298', 'incidenceAngle': 25.10714232315284, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",ee01df18-50b6-422b-92b5-b48aaaf99d36,airbus,2022-06-13 11:08:30.898000+00:00,,,0.0,0.35,MINUTES,354744,159,197.23096370192243,25.10714232315284,"POLYGON ((2.3069411 48.973353, 2.30685941 48.86330187, 2.525911 48.84866834, 2.52568925 48.95968577, 2.3069411 48.973353))"
160,c3bd6a31-2e8f-4c95-930e-902118dacaea,pneo,pneo,oneatlas,"{'commercialReference': '000028462', 'qualified': False, 'lastUpdateDate': '2022-07-28T16:33:36Z', 'processingDate': '2022-07-01T15:28:42.424Z', 'azimuthAngle': 115.60694697989685, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '2f87e9d6-0c9a-4b2c-9e26-968ae623d048', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01610502743642', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.96630777477376, 'lon': 2.4828338093798576}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.14', 'correlationId': 'PWOI_000028462_7_1_I_1', 'publicationDate': '2022-07-01T15:32:52.830281889Z', 'illuminationElevationAngle': 61.58705915376711, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-28T16:33:36Z', 'incidenceAngleAcrossTrack': 10.099211563495608, 'illuminationAzimuthAngle': 150.41574115716105, 'format': 'SAFIR', 'internalLine': '7_1', 'incidenceAngleAlongTrack': 5.0307506800319555, 'internalReference': 'SAL22023267', 'incidenceAngle': 11.173509646749256, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",c3bd6a31-2e8f-4c95-930e-902118dacaea,airbus,2022-06-12 10:50:26.757000+00:00,,,0.0,0.31,MINUTES,196848,160,109.44514832159794,11.173509646749256,"POLYGON ((2.38326621 49.0010551, 2.38335325 48.93341628, 2.58211279 48.93149094, 2.58240141 48.99896739, 2.38326621 49.0010551))"
161,7e48c954-e692-4af5-bc29-ccccd541b0a0,phr,phr,oneatlas,"{'commercialReference': 'SO22034295', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202206271054509_FR1_PX_E002N49_0202_03312', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-01T01:21:48.769727073Z', 'processingDate': '2022-07-01T00:06:37.614', 'parentIdentifier': 'DS_PHR1B_202206271055279_FR1_PX_E002N49_0202_03316', 'azimuthAngle': 180.0100114724568, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '370f4ab5-2721-4307-a9a2-0870cb6e67e8', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.066783125881564, 'lon': 2.1264657399548534}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '648292ed-8118-4b98-8bfc-0b6b0c1dc833', 'publicationDate': '2022-07-01T01:21:48.769727073Z', 'illuminationElevationAngle': 61.85874206223333, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-07-01T01:21:48.769737487Z', 'incidenceAngleAcrossTrack': 6.052880332205002, 'illuminationAzimuthAngle': 149.9762981688218, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 10.15542275860134, 'incidenceAngle': 11.75866906029519, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202206271055279_FR1_PX_E002N49_0202_03316', 'organisationName': 'AIRBUS DS GEO'}",7e48c954-e692-4af5-bc29-ccccd541b0a0,airbus,2022-06-27 10:55:27.930000+00:00,,,24.43,0.5,MINUTES,303340,161,780.4389886469262,11.75866906029519,"POLYGON ((1.98519006 49.23945446, 1.98677113 48.89704170000001, 2.26622492 48.89433888, 2.26774142 49.23544064, 1.98519006 49.23945446))"
162,ca488eb2-9b36-4486-8aab-90fc81ae1ed1,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202206151019506_GS1_GS1_GS1_GS1_E002N49_01790', 'acquisitionStation': 'GS1', 'archivingCenter': 'GS1', 'lastUpdateDate': '2022-06-29T11:22:58.181588836Z', 'processingDate': '2022-06-15T11:11:21.156Z', 'parentIdentifier': 'DS_SPOT6_202206151019506_GS1_GS1_GS1_GS1_E002N49_01790', 'azimuthAngle': 180.02483988354507, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e03cd2bc-fabc-480b-a5df-6d9f04d771d5', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.286398948859286, 'lon': 2.153726705335716}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'cd368cca-6072-4563-952f-99457df0a4f1', 'publicationDate': '2022-06-29T11:22:58.181588836Z', 'illuminationElevationAngle': 58.38672188496338, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-26T11:22:05.216133401Z', 'incidenceAngleAcrossTrack': 12.638407591087567, 'illuminationAzimuthAngle': 137.19623192474418, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 10.012578912554186, 'incidenceAngle': 15.643397994496391, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202206151019506_GS1_GS1_GS1_GS1_E002N49_01790', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",ca488eb2-9b36-4486-8aab-90fc81ae1ed1,airbus,2022-06-15 10:19:50.624000+00:00,,,6.0,1.5,HOURS,54466,162,3786.0149497949105,15.643397994496391,"POLYGON ((1.71089112 49.56391563999998, 1.72004702 49.02892619, 2.58827149 49.00823386, 2.59656229 49.54041771, 1.71089112 49.56391563999998))"
163,54ef69cb-f3a3-48ce-90a3-cc7f7d346b51,spot,spot,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_SPOT6_202206151020061_GS1_GS1_GS1_GS1_E003N49_01790', 'acquisitionStation': 'GS1', 'archivingCenter': 'GS1', 'lastUpdateDate': '2022-06-29T11:22:47.031762295Z', 'processingDate': '2022-06-15T11:11:08.905Z', 'parentIdentifier': 'DS_SPOT6_202206151020061_GS1_GS1_GS1_GS1_E003N49_01790', 'azimuthAngle': 180.00141884055577, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '503b46a4-038e-4487-a9ab-864e8aca3551', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.80281550864168, 'lon': 2.8758081189895726}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'cd368cca-6072-4563-952f-99457df0a4f1', 'publicationDate': '2022-06-29T11:22:47.031762295Z', 'illuminationElevationAngle': 59.08961584946198, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-06-26T11:22:05.21614076Z', 'incidenceAngleAcrossTrack': 5.452063507453963, 'illuminationAzimuthAngle': 137.8713452523991, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 14.428578346711909, 'incidenceAngle': 15.25847509579052, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_SPOT6_202206151020061_GS1_GS1_GS1_GS1_E003N49_01790', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",54ef69cb-f3a3-48ce-90a3-cc7f7d346b51,airbus,2022-06-15 10:20:06.124000+00:00,,,5.0,1.5,HOURS,264682,163,3714.1574119393968,15.25847509579052,"POLYGON ((2.44692661 49.07670787, 2.45419357 48.540643, 3.29831442 48.52833145, 3.30468963 49.06084905, 2.44692661 49.07670787))"
